RID,AlignID,tmean,FoundIn,Name.1,MatchFactor.1,DB.Id.1,CAS.1,Formula.1,Name.2,MatchFactor.2,DB.Id.2,CAS.2,Formula.2,Name.3,MatchFactor.3,DB.Id.3,CAS.3,Formula.3,Name.4,MatchFactor.4,DB.Id.4,CAS.4,Formula.4,Name.5,MatchFactor.5,DB.Id.5,CAS.5,Formula.5,Name.6,MatchFactor.6,DB.Id.6,CAS.6,Formula.6,Name.7,MatchFactor.7,DB.Id.7,CAS.7,Formula.7,Name.8,MatchFactor.8,DB.Id.8,CAS.8,Formula.8,Name.9,MatchFactor.9,DB.Id.9,CAS.9,Formula.9,Name.10,MatchFactor.10,DB.Id.10,CAS.10,Formula.10,Name.11,MatchFactor.11,DB.Id.11,CAS.11,Formula.11,Name.12,MatchFactor.12,DB.Id.12,CAS.12,Formula.12,Name.13,MatchFactor.13,DB.Id.13,CAS.13,Formula.13,Name.14,MatchFactor.14,DB.Id.14,CAS.14,Formula.14,Name.15,MatchFactor.15,DB.Id.15,CAS.15,Formula.15,Name.16,MatchFactor.16,DB.Id.16,CAS.16,Formula.16,Name.17,MatchFactor.17,DB.Id.17,CAS.17,Formula.17,Name.18,MatchFactor.18,DB.Id.18,CAS.18,Formula.18,Name.19,MatchFactor.19,DB.Id.19,CAS.19,Formula.19,Name.20,MatchFactor.20,DB.Id.20,CAS.20,Formula.20
383,486,15.9288,100,"Benzeneethanol, 4-hydroxy-",97.25,4666,501-94-0,C8H10O2,"Benzeneethanol, 4-hydroxy-",96.99,318077,501-94-0,C8H10O2,5-Acetylpyrimidine,96.31,317717,10325-70-9,C6H6N2O,"Benzeneethanol, 4-hydroxy-",96.26,318075,501-94-0,C8H10O2,"Benzeneethanol, 4-hydroxy-",96.22,318076,501-94-0,C8H10O2,Phosphorus pentafluoride,96.08,3718,7647-19-0,F5P,".alpha.-Methyltyrosine, N,O-diacetyl-",96.01,3583,,C14H17NO5,"Pyrimidine, 2-trifluoromethylsulfonyl-4,6-dimethyl-",95.82,3778,70371-88-9,C7H7F3N2O2S,Methyl 3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-methoxy-5-oxofuran-2-carboxylate,95.8,4359,913690-70-7,C20H18O7,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",95.74,5007,306-23-0,C9H10O4,"Methyl 3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-methoxy-5-oxofuran-2-carboxylate, 2Ac derivative",95.74,4826,,C24H22O9,"Phenol, 4-octyl-",95.69,4396,1806-26-4,C14H22O,"Benzenemethanol, .alpha.-(trichloromethyl)-, acetate",95.69,317722,90-17-5,C10H9Cl3O2,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",95.68,317745,306-23-0,C9H10O4,1-Propanesulfonyl chloride,95.68,317945,10147-36-1,C3H7ClO2S,"Cyclohexane-1-carboxamide, 3,5-di(tert-butyl)-N-(4-methylphenyl)-",95.61,3740,296245-82-4,C22H35NO,"Benzeneethanol, 4-(acetyloxy)-",95.56,318079,60037-43-6,C10H12O3,"1-hexadecanesulfonamide, N-(4-aminophenyl)-",95.54,4408,,C22H40N2O2S,Tyrosine,95.52,317888,60-18-4,C9H11NO3,"Pentanoic acid, 5-(4-methylphenylamino)-5-oxo-, 2-propynyl ester",95.47,3519,300726-47-0,C15H17NO3
373,487,15.7796,100,"7-(3,4-Dihydroxyphenyl)-5-hydroxy-1-(4-hydroxyphenyl)heptan-3-one, 4Ac derivative",82.65,4539,,C27H30O9,"[7-(3,4-Dihydroxyphenyl)-1-(4-hydroxyphenyl)heptan-3-yl] acetate",81.98,4540,1083200-84-3,C21H26O5,2-Acetylamino-4-(4-hydroxy-phenyl)-3-oxobutyramide,81.93,3578,,C12H14N2O4,"Diazene, bis[4-(decyloxy)phenyl]-, 1-oxide",80.96,25805,2312-12-1,C32H50N2O3,"Acetic acid, 1-hydroxy-3,3-dimethyl-2-(3-methylbuta-1,3-dienyl)cyclohexylmethyl ester",79.15,25839,,C16H26O3,"Benzeneethanol, 4-hydroxy-",78.94,318076,501-94-0,C8H10O2,"Benzeneethanol, 4-hydroxy-",78.81,318075,501-94-0,C8H10O2,"Hydrazine, 1-(3-hydroxybenzyl)-",78.78,4668,637-33-2,C7H10N2O,Azaperone,78.69,318045,1649-18-9,C19H22FN3O,"Benzeneethanol, 4-(acetyloxy)-",78.68,318079,60037-43-6,C10H12O3,"Benzeneethanol, 4-(acetyloxy)-",78.58,4667,60037-43-6,C10H12O3,"Benzeneethanol, 4-hydroxy-",77.71,318077,501-94-0,C8H10O2,"Phenol, 4-(methoxymethyl)-",77.53,318074,5355-17-9,C8H10O2,Azaperone,77.41,4186,1649-18-9,C19H22FN3O,Azaperone,77.2,318044,1649-18-9,C19H22FN3O,Azaperone,77.1,317842,1649-18-9,C19H22FN3O,"Benzeneethanol, 4-hydroxy-",77.08,4666,501-94-0,C8H10O2,Dobutamine,77.05,317728,34368-04-2,C18H23NO3,"3-Butyn-2-one, 4-[3,3-dimethyl-2-(1-methylethyl)oxiranyl]-",76.77,3560,63922-43-0,C11H16O2,Cyclandelate,76.41,317729,456-59-7,C17H24O3
376,488,15.8168,100,Ethyl p-hydroxybenzoate,88.96,35389,2349-70-4,C8H10O2,"1,3-Benzenediol, 4-ethyl-",88.54,322033,2896-60-8,C8H10O2,"1,3-Benzenediol, 4-ethyl-",88.37,35390,2896-60-8,C8H10O2,"1,3-Benzenediol, 4-ethyl-",88.29,322020,2896-60-8,C8H10O2,"Arsonic acid, methyl-, dimethyl ester",88.29,35021,23809-18-9,C3H9AsO3,"Benzene, 2-fluoro-1,3,5-trimethyl-",88.13,322034,392-69-8,C9H11F,4-Ethylcatechol,88.11,35393,1124-39-6,C8H10O2,"1-(2,4-Dimethyl-furan-3-yl)-ethanone",88.01,35384,32933-07-6,C8H10O2,4-Ethylcatechol,87.9,322019,1124-39-6,C8H10O2,"3,5-Dimethyl-2-furyl methyl ketone",87.6,35383,22940-86-9,C8H10O2,"Benzene, 2-fluoro-1,3,5-trimethyl-",87.57,35410,392-69-8,C9H11F,2-Methoxy-6-methylphenol,87.26,35379,2896-67-5,C8H10O2,"2-Methoxy-5-methylphenol, O-ethoxycarbonyl-",87.12,35396,,C11H14O4,"3-Heptyne-2,6-dione, 5-methyl-5-(1-methylethyl)-",87.04,35701,63922-44-1,C11H16O2,4-Ethylthiophenol,87.01,35406,4946-13-8,C8H10S,"1-(1,3-Dimethyl-1H-pyrazol-4-yl)ethanone",86.85,35382,52773-23-6,C7H10N2O,"2-Methoxy-5-methylphenol, O-ethoxycarbonyl-",86.79,322023,,C11H14O4,"Phenol, 2-methoxy-3-methyl-",86.7,35392,18102-31-3,C8H10O2,"butanoic acid, (1-ethenyl-1H-imidazol-2-yl)methyl ester",86.43,35027,,C10H14N2O2,"2-Methoxy-5-methylphenol, isopropyl ether",86.16,35412,,C11H16O2
384,489,16.0222,100,Phosphorus pentafluoride,98.48,3718,7647-19-0,F5P,".alpha.-Methyltyrosine, N,O-diacetyl-",98.16,3583,,C14H17NO5,1-Propanesulfonyl chloride,98.09,317945,10147-36-1,C3H7ClO2S,Methyl 3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-methoxy-5-oxofuran-2-carboxylate,98.06,4359,913690-70-7,C20H18O7,"Pyrimidine, 2-trifluoromethylsulfonyl-4,6-dimethyl-",98.04,3778,70371-88-9,C7H7F3N2O2S,"Methyl 3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-methoxy-5-oxofuran-2-carboxylate, 2Ac derivative",97.97,4826,,C24H22O9,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",97.9,5007,306-23-0,C9H10O4,"Phenol, 4-octyl-",97.89,4396,1806-26-4,C14H22O,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",97.82,317745,306-23-0,C9H10O4,Ethyltetrafluorophosphorane,97.79,3516,,C2H5F4P,"Cyclohexane-1-carboxamide, 3,5-di(tert-butyl)-N-(4-methylphenyl)-",97.78,3740,296245-82-4,C22H35NO,"1-hexadecanesulfonamide, N-(4-aminophenyl)-",97.74,4408,,C22H40N2O2S,"Pentanoic acid, 5-(4-methylphenylamino)-5-oxo-, 2-propynyl ester",97.74,3519,300726-47-0,C15H17NO3,"Phenol, 4-pentyl-",97.71,318125,14938-35-3,C11H16O,2-Isobutyl-4-methylpyridine,97.68,4584,85665-88-9,C10H15N,3-Hexadecylaminopyridine,97.66,3573,67373-98-2,C21H38N2,"(4-(Isopropyloxycarbonyl)oxyphenyl)acetic acid, isopropyl ester",97.59,3594,,C15H20O5,5-Acetylpyrimidine,97.56,317717,10325-70-9,C6H6N2O,"Octanamide, N-(3-methylphenyl)-",97.56,5124,,C15H23NO,Tyrosine,97.56,317888,60-18-4,C9H11NO3
371,490,15.7202,100,"Benzeneethanol, 4-hydroxy-",98.29,4666,501-94-0,C8H10O2,"Benzeneethanol, 4-hydroxy-",98.02,318077,501-94-0,C8H10O2,Phosphorus pentafluoride,97.55,3718,7647-19-0,F5P,".alpha.-Methyltyrosine, N,O-diacetyl-",97.54,3583,,C14H17NO5,"Benzeneethanol, 4-hydroxy-",97.32,318075,501-94-0,C8H10O2,1-Propanesulfonyl chloride,97.3,317945,10147-36-1,C3H7ClO2S,Methyl 3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-methoxy-5-oxofuran-2-carboxylate,97.28,4359,913690-70-7,C20H18O7,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",97.27,5007,306-23-0,C9H10O4,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",97.24,317745,306-23-0,C9H10O4,"Benzeneethanol, 4-hydroxy-",97.21,318076,501-94-0,C8H10O2,"Benzenemethanol, .alpha.-(trichloromethyl)-, acetate",97.18,317722,90-17-5,C10H9Cl3O2,"Phenol, 4-octyl-",97.18,4396,1806-26-4,C14H22O,5-Acetylpyrimidine,97.18,317717,10325-70-9,C6H6N2O,"Methyl 3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-methoxy-5-oxofuran-2-carboxylate, 2Ac derivative",97.13,4826,,C24H22O9,"Pyrimidine, 2-trifluoromethylsulfonyl-4,6-dimethyl-",97.12,3778,70371-88-9,C7H7F3N2O2S,"Cyclohexane-1-carboxamide, 3,5-di(tert-butyl)-N-(4-methylphenyl)-",97.04,3740,296245-82-4,C22H35NO,"Pentanoic acid, 5-(4-methylphenylamino)-5-oxo-, 2-propynyl ester",97.04,3519,300726-47-0,C15H17NO3,Tyrosine,97.02,317888,60-18-4,C9H11NO3,2-Isobutyl-4-methylpyridine,97.02,4584,85665-88-9,C10H15N,Ethyltetrafluorophosphorane,97,3516,,C2H5F4P
374,492,15.8058,100,"7-(3,4-Dihydroxyphenyl)-5-hydroxy-1-(4-hydroxyphenyl)heptan-3-one, 4Ac derivative",87.24,4539,,C27H30O9,"[7-(3,4-Dihydroxyphenyl)-1-(4-hydroxyphenyl)heptan-3-yl] acetate",85.04,4540,1083200-84-3,C21H26O5,"Benzeneethanol, 4-(acetyloxy)-",83.11,318079,60037-43-6,C10H12O3,"Benzeneethanol, 4-(acetyloxy)-",83,4667,60037-43-6,C10H12O3,"Benzeneethanol, 4-hydroxy-",81.3,318076,501-94-0,C8H10O2,2-Acetylamino-4-(4-hydroxy-phenyl)-3-oxobutyramide,81.16,3578,,C12H14N2O4,"Hydrazine, 1-(3-hydroxybenzyl)-",80.98,4668,637-33-2,C7H10N2O,"Benzeneethanol, 4-hydroxy-",80.93,318077,501-94-0,C8H10O2,"Benzeneethanol, 4-hydroxy-",80.84,4666,501-94-0,C8H10O2,"Benzeneethanol, 4-hydroxy-",80.78,318075,501-94-0,C8H10O2,"Diazene, bis[4-(decyloxy)phenyl]-, 1-oxide",80.05,25805,2312-12-1,C32H50N2O3,Azaperone,79.9,318045,1649-18-9,C19H22FN3O,Azaperone,78.67,318044,1649-18-9,C19H22FN3O,"Phenol, 4-(methoxymethyl)-",78.35,4671,5355-17-9,C8H10O2,Azaperone,78.05,317842,1649-18-9,C19H22FN3O,5-Acetylpyrimidine,78.04,317717,10325-70-9,C6H6N2O,"3-Butyn-2-one, 4-[3,3-dimethyl-2-(1-methylethyl)oxiranyl]-",77.94,3560,63922-43-0,C11H16O2,"Phenol, 4-(methoxymethyl)-",77.59,318074,5355-17-9,C8H10O2,N-Benzyloxycarbonyl-L-tyrosine,77.32,4089,1164-16-5,C17H17NO5,Azaperone,77.25,4186,1649-18-9,C19H22FN3O
377,493,15.8189,100,"3-Methoxymethoxy-1,5,5-trimethyl-cyclohexene",77.63,113343,,C11H20O2,"2,5-Nonadien-4-one, 9-(3-furanyl)-2,6-dimethyl-, (E)-",77.53,34168,36203-84-6,C15H20O2,Phorone,77.21,321876,504-20-1,C9H14O,Phorone,75.43,33910,504-20-1,C9H14O,"Silane, bicyclo[2.2.1]hept-2-en-2-yltrimethyl-",75.37,248183,16205-87-1,C10H18Si,"1,3-Benzenediol, O-cyclobutanecarbonyl-O'-(3-fluorobenzoyl)-",75.3,34157,,C18H15FO4,di-t-Butyl phosphite,74.79,267545,13086-84-5,C8H19O3P,3-Bromocamphor,74.56,267544,76-29-9,C10H15BrO,N-Cyclohexyl-2-(2-fluorophenyl)-2-oxoacetamide,74.53,34158,2010106-88-2,C14H16FNO2,((1R)-endo)-(+)-3-Bromocamphor,74.38,34160,10293-06-8,C10H15BrO,"2,6-Heptanedione, 3-methyl-3-(1-methylethyl)-",74.1,9157,63922-59-8,C11H20O2,Phorone,73.91,321807,504-20-1,C9H14O,((1S)-endo)-(-)-3-Bromocamphor,73.84,34166,64474-54-0,C10H15BrO,"2,6-Heptanedione, 3-methyl-3-(1-methylethyl)-",73.81,332245,63922-59-8,C11H20O2,3-Bromocamphor,73.29,310989,76-29-9,C10H15BrO,"Acetic acid, 1-hydroxy-3,3-dimethyl-2-(3-methylbuta-1,3-dienyl)cyclohexylmethyl ester",72.96,25839,,C16H26O3,"4-Chlorobutyric acid, eicosyl ester",72.85,34962,,C24H47ClO2,2-Fluoro-N-(4-piperidinyl)benzamide,72.53,34161,886494-09-3,C12H15FN2O,"4-Chlorobutyric acid, octadecyl ester",72.42,33946,,C22H43ClO2,"Dichloroacetic acid, 4-nitrophenyl ester",71.83,34163,,C8H5Cl2NO4
385,495,16.0372,100,".alpha.-Methyltyrosine, N,O-diacetyl-",97.94,3583,,C14H17NO5,Phosphorus pentafluoride,97.94,3718,7647-19-0,F5P,Methyl 3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-methoxy-5-oxofuran-2-carboxylate,97.81,4359,913690-70-7,C20H18O7,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",97.76,317745,306-23-0,C9H10O4,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",97.73,5007,306-23-0,C9H10O4,"Pentanoic acid, 5-(4-methylphenylamino)-5-oxo-, 2-propynyl ester",97.63,3519,300726-47-0,C15H17NO3,"Phenol, 4-octyl-",97.62,4396,1806-26-4,C14H22O,"Methyl 3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-methoxy-5-oxofuran-2-carboxylate, 2Ac derivative",97.6,4826,,C24H22O9,1-Propanesulfonyl chloride,97.55,317945,10147-36-1,C3H7ClO2S,"Benzenepropanoic acid, .alpha.,4-dihydroxy-, methyl ester",97.54,317747,51095-47-7,C10H12O4,"Pyrimidine, 2-trifluoromethylsulfonyl-4,6-dimethyl-",97.53,3778,70371-88-9,C7H7F3N2O2S,Tyrosine,97.46,317888,60-18-4,C9H11NO3,"Phenol, 4-pentyl-",97.44,318125,14938-35-3,C11H16O,"Phenol, 4-butyl-",97.4,318103,1638-22-8,C10H14O,5-(4-Hydroxy)-benzyl-2-thioxo-imidazolin-4-one,97.33,3838,,C10H10N2O2S,2-Isobutyl-4-methylpyridine,97.3,4584,85665-88-9,C10H15N,"Phenol, 4-hexyl-",97.29,4983,2446-69-7,C12H18O,"Octanamide, N-methyl-N-phenyl-",97.29,4824,,C15H23NO,Tyrosine,97.29,4357,60-18-4,C9H11NO3,"Cyclohexane-1-carboxamide, 3,5-di(tert-butyl)-N-(4-methylphenyl)-",97.28,3740,296245-82-4,C22H35NO
379,497,15.8244,100,"Cyclohexanecarboxamide, N-(3-methylphenyl)-",89.98,4036,,C14H19NO,Cyclandelate,89.43,317730,456-59-7,C17H24O3,Cyclandelate,89.22,317729,456-59-7,C17H24O3,"But-2-enoic acid, amide, 3-methyl-N-methyl-N-phenyl-",88.97,4040,,C12H15NO,"3,3'-(Hexamethylenebis(oxy-p-phenylene))dipropionitrile",88.69,4037,95954-51-1,C24H28N2O2,"Cyclohexanecarboxamide, N-methyl-N-phenyl-",88.18,4041,,C14H19NO,"2-Butenamide, N-(3-methylphenyl)-3-methyl-",88.03,4039,,C12H15NO,Cyclandelate,86.64,3789,456-59-7,C17H24O3,1-Propanesulfonyl chloride,85.13,317960,10147-36-1,C3H7ClO2S,"4-(3,4-Dichlorophenyl)-2,2,3-trimethylcyclopentanecarboxylic acid, p-tolylamide",83.64,3530,,C22H25Cl2NO,Azaperone,83.55,318044,1649-18-9,C19H22FN3O,Azaperone,83.24,317842,1649-18-9,C19H22FN3O,"Ether, 2-chloroethyl 1-methylundecyl",83.1,3763,17648-35-0,C14H29ClO,"Cyclohexane-1-carboxamide, 3,5-di(tert-butyl)-N-(4-methylphenyl)-",82.84,3740,296245-82-4,C22H35NO,"Pentanoic acid, 5-(4-methylphenylamino)-5-oxo-, 2-propynyl ester",82.76,3519,300726-47-0,C15H17NO3,"2-Cyclopentene-1-thioacetic acid, 1-hydroxy-, S-t-butyl ester",82.22,224443,,C11H18O2S,"Cyclobutylcarboxamide, N-methyl-N-phenyl-",81.73,3731,,C12H15NO,5-Acetylpyrimidine,81.66,317717,10325-70-9,C6H6N2O,"12-Imino-9-phenyl-10,11-dioxa-tricyclo[5.3.2.0(1,6)]dodecane-7,8,8-tricarbonitrile",81.65,4196,,C19H16N4O2,"Phenol, 4-heptyl-",81.49,5039,1987-50-4,C13H20O
381,498,15.8705,100,3-(4-Hydroxyphenyl)propionitrile,96.78,3849,17362-17-3,C9H9NO,3-Amino-4-[4-hydroxyphenyl]butanool,96.49,3839,,C10H15NO2,".alpha.-Methyltyrosine, N,O-diacetyl-",96.45,3583,,C14H17NO5,5-(4-Hydroxy)-benzyl-2-thioxo-imidazolin-4-one,96.43,3838,,C10H10N2O2S,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",96.42,317745,306-23-0,C9H10O4,Tyrosine,96.3,317744,60-18-4,C9H11NO3,"Benzenepropanoic acid, .alpha.,4-dihydroxy-, methyl ester",96.3,317747,51095-47-7,C10H12O4,"Benzeneethanol, 4-hydroxy-",96.22,318077,501-94-0,C8H10O2,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",96.22,5007,306-23-0,C9H10O4,"Benzeneethanol, 4-hydroxy-",96.21,4666,501-94-0,C8H10O2,Tyrosine,96.18,317888,60-18-4,C9H11NO3,Methyl 3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-methoxy-5-oxofuran-2-carboxylate,96.14,4359,913690-70-7,C20H18O7,"Benzenepropanoic acid, .alpha.,4-dihydroxy-, methyl ester",96.12,3513,51095-47-7,C10H12O4,"Phenol, 4-heptyl-",96.1,5039,1987-50-4,C13H20O,"Phenol, 4-octyl-",96.09,4396,1806-26-4,C14H22O,Cyclo(-L-Ser-L-Tyr) diacetate,96.04,4829,,C16H18N2O6,d-Tyrosine,96.03,4362,556-02-5,C9H11NO3,Tyrosine,96.02,4357,60-18-4,C9H11NO3,"Benzeneacetic acid, 4-hydroxy-, methyl ester",95.99,318126,14199-15-6,C9H10O3,"Benzenepropanoic acid, .alpha.,4-dihydroxy-, methyl ester",95.98,318149,51095-47-7,C10H12O4
382,500,15.9194,100,"Benzeneethanol, 4-hydroxy-",96.95,318077,501-94-0,C8H10O2,"Benzeneethanol, 4-hydroxy-",96.84,318075,501-94-0,C8H10O2,"Benzeneethanol, 4-hydroxy-",96.84,318076,501-94-0,C8H10O2,"Benzeneethanol, 4-hydroxy-",96.84,4666,501-94-0,C8H10O2,"Benzeneethanol, 4-(acetyloxy)-",96.3,318079,60037-43-6,C10H12O3,"Benzeneethanol, 4-(acetyloxy)-",96.23,4667,60037-43-6,C10H12O3,".alpha.-Methyltyrosine, N,O-diacetyl-",93.94,3583,,C14H17NO5,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",93.83,317745,306-23-0,C9H10O4,Methyl 3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-methoxy-5-oxofuran-2-carboxylate,93.83,4359,913690-70-7,C20H18O7,"Benzenemethanol, .alpha.-(trichloromethyl)-, acetate",93.81,317722,90-17-5,C10H9Cl3O2,"Benzenepropanoic acid, .alpha.,4-dihydroxy-",93.74,5007,306-23-0,C9H10O4,"Benzenepropanoic acid, .alpha.,4-dihydroxy-, methyl ester",93.67,317747,51095-47-7,C10H12O4,3-(4-Hydroxyphenyl)propionitrile,93.67,3849,17362-17-3,C9H9NO,"Pentanoic acid, 5-(4-methylphenylamino)-5-oxo-, 2-propynyl ester",93.65,3519,300726-47-0,C15H17NO3,Phosphorus pentafluoride,93.64,3718,7647-19-0,F5P,Tyrosine,93.63,317888,60-18-4,C9H11NO3,"Phenol, 4-octyl-",93.62,4396,1806-26-4,C14H22O,5-(4-Hydroxy)-benzyl-2-thioxo-imidazolin-4-one,93.61,3838,,C10H10N2O2S,3-Amino-4-[4-hydroxyphenyl]butanool,93.55,3839,,C10H15NO2,"Benzenemethanol, .alpha.-(trichloromethyl)-, acetate",93.51,317721,90-17-5,C10H9Cl3O2
370,504,15.7183,100,"Benzene, 1,2-dimethoxy-",84.91,325366,91-16-7,C8H10O2,"1-Butyne, 1,1'-thiobis-",84.42,60567,14453-82-8,C8H10S,"Benzene, 1,2-dimethoxy-",83.42,325312,91-16-7,C8H10O2,"Phenol, 2-methoxy-3-methyl-",82.82,35392,18102-31-3,C8H10O2,2-Methoxy-6-methylphenol,82.29,35379,2896-67-5,C8H10O2,2-Ethylthiophenol,81.98,322031,4500-58-7,C8H10S,"Benzene, 1,2-dimethoxy-",81.69,325311,91-16-7,C8H10O2,"Sydnone, 4-chloro-3-phenyl-",81.65,260116,5226-93-7,C8H5ClN2O2,2-Ethylthiophenol,81.5,35405,4500-58-7,C8H10S,Creosol,80,322024,93-51-6,C8H10O2,Bis(2-methoxyphenyl) carbonate,79.95,260118,553-17-3,C15H14O5,"2-Ethylbenzothiol, S-acetyl-",79.4,60536,63906-53-6,C10H12OS,Creosol,79.27,60936,93-51-6,C8H10O2,Creosol,79.15,325367,93-51-6,C8H10O2,Creosol,79.03,322025,93-51-6,C8H10O2,"Benzene, 1,2-dimethoxy-",78.99,325313,91-16-7,C8H10O2,"Benzene, 1,2-dimethoxy-",78.73,60708,91-16-7,C8H10O2,"Phenol, 2-methoxy-5-methyl-, O-(n-propyloxycarbonyl)-",78.64,60926,,C12H16O4,"4-Ethylthiophenol, S-acetyl-",78.48,60928,1024751-73-2,C10H12OS,"Phenol, 4-methoxy-3-methyl-",78.3,35388,14786-82-4,C8H10O2
380,506,15.8264,100,"Cyclohexane, 3-ethyl-5-methyl-1-propyl-",94.96,239181,,C12H24,(E)-Dodec-2-enyl (E)-2-methylbut-2-enoate,94.94,266750,,C17H30O2,3-Ethyl-5-methyl-1-heptyn-3-ol,94.94,265986,207974-16-1,C10H18O,(E)-2-Hexenyl tiglate,94.75,266218,,C11H18O2,"Tridecenyl tiglate, 2E-",94.66,266254,,C18H32O2,"Undecenyl tiglate, 2E-",94.61,266252,,C16H28O2,"Decenyl tiglate, 2E-",94.55,266266,,C15H26O2,3-Ethyl-5-methyl-1-heptyn-3-ol,94.52,310990,207974-16-1,C10H18O,"Nonenyl tiglate, 2E-",94.37,266261,,C14H24O2,Acetoxy-(3-aminopropyl)butylborane,94.36,266057,5674-76-0,C9H20BNO2,E-2-Octenyl tiglate,94.24,266308,84271-97-6,C13H22O2,"Cyclobutanecarboxylic acid, undec-2-enyl ester",94.2,153940,,C16H28O2,"Nonenyl tiglate, 2Z-",94.2,266260,,C14H24O2,"6-Hydroxy-10a-methyl-4,7-dimethylidene-3,8-dioxododecahydrooxireno[8,9]cyclodeca[1,2-b]furan-5-yl (2Z)-2-methylbut-2-enoate",94.19,266550,1217869-57-2,C20H24O7,"Hexanoyl chloride, 3,5,5-trimethyl-",94.14,210471,36727-29-4,C9H17ClO,"Hexanoyl chloride, 3,5,5-trimethyl-",94.14,215470,36727-29-4,C9H17ClO,"6-Hydroxy-10a-methyl-4,7-dimethylidene-2,8-dioxododecahydrooxireno[8,9]cyclodeca[1,2-b]furan-5-yl (2Z)-2-methylbut-2-enoate",94.11,266551,1798297-60-5,C20H24O7,"Imidazole, 2-acetamido-",93.92,266122,52737-49-2,C5H7N3O,"Cyclohexanone, 3,3,5-trimethyl-",93.88,310887,873-94-9,C9H16O,"1H-1,2,4-Triazole, 3-(2-methylpropyl)-",93.66,267435,40515-29-5,C6H11N3
386,508,16.1894,98,"3,4-dihydroxyphenyl-2-propanone",95.79,35670,,C9H10O3,"Sarcosine, N-(4-fluorobenzoyl)-, isohexyl ester",95.69,35806,,C16H22FNO3,"Sarcosine, N-(2-fluorobenzoyl)-, pentyl ester",95.69,35699,,C15H20FNO3,"Benzamide, 2-fluoro-N-methyl-N-nonyl-",95.67,35820,,C17H26FNO,"Benzamide, 2-fluoro-N-methyl-N-(2-ethylhexyl)-",95.59,35817,,C16H24FNO,"Benzamide, 2-fluoro-N-methyl-N-dodecyl-",95.58,35836,,C20H32FNO,"Benzamide, 2-fluoro-N-methyl-N-undecyl-",95.49,35821,,C19H30FNO,"Benzamide, 2-fluoro-N-methyl-N-octyl-",95.39,35819,,C16H24FNO,"Benzamide, 2-fluoro-N-methyl-N-heptyl-",95.38,35818,,C15H22FNO,"Sarcosine, N-(2-fluorobenzoyl)-, butyl ester",95.36,35848,,C14H18FNO3,"Sarcosine, N-(2-fluorobenzoyl)-, octyl ester",95.32,35800,,C18H26FNO3,"Sarcosine, N-(4-fluorobenzoyl)-, heptyl ester",95.27,35855,,C17H24FNO3,"Sarcosine, N-(3-fluorobenzoyl)-, heptyl ester",95.27,35810,,C17H24FNO3,"Sarcosine, N-(4-fluorobenzoyl)-, nonyl ester",95.19,35808,,C19H28FNO3,"Benzamide, 2-fluoro-N-methyl-N-tetradecyl-",95.19,35837,,C22H36FNO,"Sarcosine, N-(4-fluorobenzoyl)-, octyl ester",95.17,35807,,C18H26FNO3,"Sarcosine, N-(2-fluorobenzoyl)-, ethyl ester",95.12,35844,,C12H14FNO3,"Sarcosine, N-(4-fluorobenzoyl)-, butyl ester",95.08,35804,,C14H18FNO3,"Sarcosine, N-(4-fluorobenzoyl)-, pentyl ester",95.07,35805,,C15H20FNO3,"Benzamide, 2-fluoro-N-methyl-N-hexyl-",95.03,35816,,C14H20FNO
